_start,_stop,_time,_measurement,client_id,dest_ip,dest_port,mqtt_type,src_ip,src_port,dup,payload_raw,qos,retain,client_identifier,flag_clean_session,flag_password,flag_will,flag_will_retain,password,protocol_string,protocol_version,return_code,session_present,username,topic,bytes_toserver,pkts_toserver,state
2025-11-27 23:00:00+00:00,2025-11-28 05:00:00+00:00,2025-11-28 04:17:23.341999+00:00,mqtt_event,slowite-client-8,172.28.0.7,1883,connect,172.28.0.1,51758,False,,0.0,False,slowite-client-8,True,True,True,False,123.0,MQTT,4.0,0.0,False,giamdoc,,,,
2025-11-27 23:00:00+00:00,2025-11-28 05:00:00+00:00,2025-11-28 04:17:23.346442+00:00,mqtt_event,slowite-client-4,172.28.0.7,1883,connect,172.28.0.1,51766,False,,0.0,False,slowite-client-4,True,True,True,False,123.0,MQTT,4.0,0.0,False,giamdoc,,,,
2025-11-27 23:00:00+00:00,2025-11-28 05:00:00+00:00,2025-11-28 04:17:23.567510+00:00,mqtt_event,slowite-client-14,172.28.0.7,1883,connect,172.28.0.1,51772,False,,0.0,False,slowite-client-14,True,True,True,False,123.0,MQTT,4.0,0.0,False,giamdoc,,,,
2025-11-27 23:00:00+00:00,2025-11-28 05:00:00+00:00,2025-11-28 04:17:23.568356+00:00,mqtt_event,slowite-client-13,172.28.0.7,1883,connect,172.28.0.1,51786,False,,0.0,False,slowite-client-13,True,True,True,False,123.0,MQTT,4.0,0.0,False,giamdoc,,,,
2025-11-27 23:00:00+00:00,2025-11-28 05:00:00+00:00,2025-11-28 04:17:23.592245+00:00,mqtt_event,slowite-client-2,172.28.0.7,1883,connect,172.28.0.1,51794,False,,0.0,False,slowite-client-2,True,True,True,False,123.0,MQTT,4.0,0.0,False,giamdoc,,,,
2025-11-27 23:00:00+00:00,2025-11-28 05:00:00+00:00,2025-11-28 04:17:23.702538+00:00,mqtt_event,slowite-client-10,172.28.0.7,1883,connect,172.28.0.1,51810,False,,0.0,False,slowite-client-10,True,True,True,False,123.0,MQTT,4.0,0.0,False,giamdoc,,,,
2025-11-27 23:00:00+00:00,2025-11-28 05:00:00+00:00,2025-11-28 04:17:23.754106+00:00,mqtt_event,slowite-client-27,172.28.0.7,1883,connect,172.28.0.1,51820,False,,0.0,False,slowite-client-27,True,True,True,False,123.0,MQTT,4.0,0.0,False,giamdoc,,,,
2025-11-27 23:00:00+00:00,2025-11-28 05:00:00+00:00,2025-11-28 04:17:23.908129+00:00,mqtt_event,slowite-client-30,172.28.0.7,1883,connect,172.28.0.1,51834,False,,0.0,False,slowite-client-30,True,True,True,False,123.0,MQTT,4.0,0.0,False,giamdoc,,,,
2025-11-27 23:00:00+00:00,2025-11-28 05:00:00+00:00,2025-11-28 04:17:24.009255+00:00,mqtt_event,slowite-client-1,172.28.0.7,1883,connect,172.28.0.1,51846,False,,0.0,False,slowite-client-1,True,True,True,False,123.0,MQTT,4.0,0.0,False,giamdoc,,,,
2025-11-27 23:00:00+00:00,2025-11-28 05:00:00+00:00,2025-11-28 04:17:24.015636+00:00,mqtt_event,slowite-client-17,172.28.0.7,1883,connect,172.28.0.1,51852,False,,0.0,False,slowite-client-17,True,True,True,False,123.0,MQTT,4.0,0.0,False,giamdoc,,,,
2025-11-27 23:00:00+00:00,2025-11-28 05:00:00+00:00,2025-11-28 04:17:24.028029+00:00,mqtt_event,slowite-client-29,172.28.0.7,1883,connect,172.28.0.1,51858,False,,0.0,False,slowite-client-29,True,True,True,False,123.0,MQTT,4.0,0.0,False,giamdoc,,,,
2025-11-27 23:00:00+00:00,2025-11-28 05:00:00+00:00,2025-11-28 04:17:24.067190+00:00,mqtt_event,slowite-client-6,172.28.0.7,1883,connect,172.28.0.1,51872,False,,0.0,False,slowite-client-6,True,True,True,False,123.0,MQTT,4.0,0.0,False,giamdoc,,,,
2025-11-27 23:00:00+00:00,2025-11-28 05:00:00+00:00,2025-11-28 04:17:24.133023+00:00,mqtt_event,slowite-client-28,172.28.0.7,1883,connect,172.28.0.1,51884,False,,0.0,False,slowite-client-28,True,True,True,False,123.0,MQTT,4.0,0.0,False,giamdoc,,,,
2025-11-27 23:00:00+00:00,2025-11-28 05:00:00+00:00,2025-11-28 04:17:24.133666+00:00,mqtt_event,slowite-client-42,172.28.0.7,1883,connect,172.28.0.1,51896,False,,0.0,False,slowite-client-42,True,True,True,False,123.0,MQTT,4.0,0.0,False,giamdoc,,,,
2025-11-27 23:00:00+00:00,2025-11-28 05:00:00+00:00,2025-11-28 04:17:24.148182+00:00,mqtt_event,slowite-client-3,172.28.0.7,1883,connect,172.28.0.1,51902,False,,0.0,False,slowite-client-3,True,True,True,False,123.0,MQTT,4.0,0.0,False,giamdoc,,,,
2025-11-27 23:00:00+00:00,2025-11-28 05:00:00+00:00,2025-11-28 04:17:24.202450+00:00,mqtt_event,slowite-client-38,172.28.0.7,1883,connect,172.28.0.1,51916,False,,0.0,False,slowite-client-38,True,True,True,False,123.0,MQTT,4.0,0.0,False,giamdoc,,,,
2025-11-27 23:00:00+00:00,2025-11-28 05:00:00+00:00,2025-11-28 04:17:24.238975+00:00,mqtt_event,slowite-client-34,172.28.0.7,1883,connect,172.28.0.1,51928,False,,0.0,False,slowite-client-34,True,True,True,False,123.0,MQTT,4.0,0.0,False,giamdoc,,,,
